menu,depth,download_timeout,download_slot,download_latency,submenu,subtitle,title,url,topic,images,authors,date
Business,3,180.0,www.bbc.com,0.19996094703674316,Entrepreneurship,Mark Logan's role will involve building a network of support for Scottish start-ups and scale-ups.,Former Skyscanner boss named chief entrepreneur,https://www.bbc.com/news/uk-scotland-scotland-business-62077917,"(['Kate Forbes', 'Entrepreneurship', 'Scottish government'],)",https://ichef.bbci.co.uk/news/876/cpsprodpb/FAFB/production/_125815246_mediaitem125815245.jpg,,2022-07-07 12:46:29+00:00
Business,3,180.0,www.bbc.com,0.1930100917816162,Technology of Business,The Tempest fighter jet will have artificial intelligence tech to monitor and help the pilot.,A mind-reading combat jet for the future,https://www.bbc.com/news/business-62289737,"(['Aerospace', 'BAE Systems', 'Rolls-Royce Holdings', 'Artificial intelligence'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/631D/production/_126037352_gettyimages-1241978994.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/8C22/production/_102547853_mediaitem102547505.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/14675/production/_126037538_gettyimages-1239831858.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/5733/production/_107332322_grey_line-nc.png,https://ichef.bbci.co.uk/news/640/cpsprodpb/5733/production/_107332322_grey_line-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/B13D/production/_126037354_gettyimages-1241979176.jpg",By Michael Dempsey,2022-07-25 23:25:30+00:00
Business,3,180.0,www.bbc.com,0.19896841049194336,Entrepreneurship,"(None,)",Jessen James,https://www.bbc.com/news/business-22434141,"([],)",,,
Business,3,180.0,www.bbc.com,0.19893836975097656,Entrepreneurship,"(None,)",'The barriers to entry have gone - go for it now',https://www.bbc.com/news/business-22434141,"([],)",,,
Business,3,180.0,www.bbc.com,0.19952154159545898,Entrepreneurship,"(None,)",Vikas Shah,https://www.bbc.com/news/business-22434141,"([],)",,,
Business,3,180.0,www.bbc.com,0.19989871978759766,Entrepreneurship,"(None,)",‘I wish I hadn't written that email to my staff’,https://www.bbc.com/news/business-22434141,"([],)",,,
Business,3,180.0,www.bbc.com,0.20614147186279297,Entrepreneurship,"(None,)",Filthy Business,https://www.bbc.com/news/business-22434141,"([],)",,,
Business,3,180.0,www.bbc.com,0.21866893768310547,Technology of Business,"India's tigers roam across vast areas, so artificial intelligence is being developed to help track them.",How rangers use AI to help protect India's tigers,https://www.bbc.com/news/business-61824904,"(['Conservation', 'Tigers', 'Artificial intelligence', 'Tiger conservation', 'India'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/D6B3/production/_126036945_mrhimanshubagde.-2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/80D0/production/_126167923_4ae3fa46-ac19-45e4-a718-d4c52eea9bb6.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/DBD3/production/_125457265_gettyimages-1153792261.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/5733/production/_107332322_grey_line-nc.png,https://ichef.bbci.co.uk/news/640/cpsprodpb/5733/production/_107332322_grey_line-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/66A3/production/_125457262_gettyimages-967577726.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/10225/production/_125458066_gettyimages-967577270.jpg",By Priti Gupta & Ben Morris,2022-08-01 23:07:38+00:00
Business,3,180.0,www.bbc.com,0.132521390914917,Economy,The companies are closely watched for signs of how people are spending as the economy slows.,Apple and Amazon sales up despite rising prices,https://www.bbc.com/news/business-62336340,"(['US economy', 'Companies', 'Apple', 'Amazon'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/3D37/production/_123117651_hi072317452.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/772D/production/_121590503_gettyimages-1235543028.jpg",,2022-07-29 05:43:28+00:00
Business,3,180.0,www.bbc.com,0.2964768409729004,Global Education,"A PE teacher, who plays for Spurs, is shortlisted in a competition to find the world's best teacher.",Spurs player in teacher prize shortlist,https://www.bbc.com/news/education-42327582,"([],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/11299/production/_99179207_crestgirlsallowed-3.jpg,By Sean Coughlan,2017-12-13 03:20:20+00:00
Business,3,180.0,www.bbc.com,0.31867241859436035,Economy,Experts warn the rapid increase could indicate households are turning to credit to get through tougher times.,Credit card borrowing in fastest rise since 2005,https://www.bbc.com/news/business-62344655,"(['UK economy', 'Credit cards', 'Personal debt', 'Bank of England'],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/C364/production/_126102005_gettyimages-1306153790-1.jpg,,2022-07-29 15:38:16+00:00
Business,3,180.0,www.bbc.com,0.3398559093475342,Economy,Concerns include the use of vague language which may suggest clothes are more eco-friendly than they are.,"Asos, Boohoo and Asda probed over green claims",https://www.bbc.com/news/business-62344564,"(['Boohoo', 'Retailing', 'Asda', 'Sustainability', 'Environment', 'Fashion', 'Competition and Markets Authority', 'Asos'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/816C/production/_113323133_boohoo3.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/24C4/production/_121021490_asos_h12021-6.jpg",By Becky Morton,2022-07-29 10:27:04+00:00
Business,3,180.0,www.bbc.com,0.36130666732788086,Economy,"Its UK division, which includes its Northern Ireland business, had a pre-tax profit of £71m.",AIB makes pre-tax profit of €537m,https://www.bbc.com/news/uk-northern-ireland-62321314,"(['Banking', 'NI economy'],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/1926/production/_96283460_hi039797774.jpg,By John Campbell,2022-07-29 08:35:39+00:00
Business,3,180.0,www.bbc.com,0.2802860736846924,Economy,It came just two days after the crisis-hit firm outlined plans to restructure its overseas liabilities.,Evergrande unit told to pay $1.1bn over unpaid debt,https://www.bbc.com/news/business-62373763,"(['China', 'China economy'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/1D4E/production/_126120570_tv077660386.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png",,2022-08-01 03:30:57+00:00
Business,3,180.0,www.bbc.com,0.27916550636291504,Economy,The sportswear chain has sold the retailer after just three years following competition concerns.,JD Sports loses millions in forced Footasylum sale,https://www.bbc.com/news/business-62375570,"(['Companies', 'Retailing', 'Footasylum', 'JD Sports', 'Competition and Markets Authority'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/1028/production/_120363140_gettyimages-979028016.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/16258/production/_126121709_gettyimages-673208390-1.jpg",,2022-08-01 09:06:58+00:00
Business,3,180.0,www.bbc.com,0.2999095916748047,Economy,"Hipster cafes, wetlands walks and a sustainable workspace have emerged from spartan athletes' digs.",Olympic village: From athletes' digs to shiny town,https://www.bbc.com/news/uk-england-london-62325348,"(['Long Reads', 'Stratford', 'London', 'Housing market'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/119A4/production/_126100127_3wetlandse1-22.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/845E/production/_126068833_fawn.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/D27E/production/_126068835_2lagel.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/27D4/production/_126069101_thelab.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/0F2E/production/_126068830_2vicplazacopygl.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/75F4/production/_126069103_eastvillage.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/C414/production/_126069105_appetite.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/18318/production/_126069099_2portlandsplaceexterior.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/11234/production/_126069107_nigel.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/11B94/production/_126069527_vicplazafrankdasilva.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/121EA/production/_125881247_f10parkapproach-resized.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/11678/production/_105988217_line976.jpg",By Aurelia Foster,2022-07-30 06:17:30+00:00
Business,3,180.0,www.bbc.com,0.3531229496002197,Economy,The move is part of economic sanctions in response to the Russian invasion of Ukraine.,Oligarchs targeted by new property register,https://www.bbc.com/news/uk-politics-62381778,"(['Housing market', 'Russia sanctions', 'Russia-Ukraine war', 'Money laundering'],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/D704/production/_123444055_gettyimages-1313895046.jpg,,2022-08-01 14:35:32+00:00
Business,3,180.0,www.bbc.com,0.20040297508239746,Entrepreneurship,"(None,)","'As CEO, my job is to get out of their way'",https://www.bbc.com/news/business-22434141,"([],)",,,
Business,3,180.0,www.bbc.com,0.16189312934875488,Economy,But the Nationwide says there are signs of a slowdown and interest rate rises could cool the market.,House prices climb 11% despite squeeze,https://www.bbc.com/news/business-62390578,"(['Nationwide Building Society', 'Housing market', 'UK economy', 'Personal finance'],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/11BC9/production/_116894627_hi065375988.jpg,By Simon Read,2022-08-02 09:57:03+00:00
Business,3,180.0,www.bbc.com,0.1648111343383789,Economy,The US-based multinational also hopes to invest £23m in a new distribution centre in County Antrim.,Food service firm Sysco has plans for 90 NI jobs,https://www.bbc.com/news/uk-northern-ireland-62392041,"(['NI economy'],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/4908/production/_126169681_syscotruck.jpg,By John Campbell,2022-08-02 10:43:08+00:00
Business,3,180.0,www.bbc.com,0.16738176345825195,Economy,The firm's profits between April and June more than tripled as oil and gas prices jumped.,BP sees biggest profit in 14 years as bills soar,https://www.bbc.com/news/business-62382624,"(['Oil', 'Companies', 'Cost of living', 'UK economy', 'BP', 'Russia-Ukraine war', 'Oil & Gas UK'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/1646F/production/_123174219_bppump-002.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png,https://ichef.bbci.co.uk/news/1536/cpsprodpb/152CC/production/_112823768__104759291_simonjack_tr-nc.png,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png",By Michael Race,2022-08-02 14:41:24+00:00
Business,3,180.0,www.bbc.com,0.17130613327026367,Economy,But the RAC motoring group warned major retailers should be cutting pump prices further.,Cost of filling a tank falls by £5 in July,https://www.bbc.com/news/business-62399836,"(['Cost of living', 'Oil & Gas industry', 'UK economy', 'Motoring', 'Fuel'],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/6241/production/_125335152_gettyimages-1188862954.jpg,By Noor Nanji,2022-08-02 23:03:01+00:00
Business,3,180.0,www.bbc.com,0.17400622367858887,Economy,"The boost is unlikely to be sustained without more investment in NI, a think tank says.",Protocol gives 'temporary economic boost',https://www.bbc.com/news/uk-northern-ireland-62398680,"(['Brexit', 'NI economy'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/B232/production/_126181654_protocol.jpg,https://ichef.bbci.co.uk/news/2048/cpsprodpb/3CC8/production/_124706551_protocol-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/1585D/production/_115975188_gettyimages-1229980892.jpg",By John Campbell,2022-08-03 07:08:09+00:00
Business,3,180.0,www.bbc.com,0.17384982109069824,Economy,The bank's pre-tax profit for the first half of 2022 is down 17% from the same period last year.,Bank of Ireland makes pre-tax profit of €335m,https://www.bbc.com/news/uk-northern-ireland-62405749,"(['Banking', 'NI economy', 'Republic of Ireland', 'UK banking'],)",https://ichef.bbci.co.uk/news/976/cpsprodpb/C477/production/_90459205_bankofireland2.jpg,By John Campbell,2022-08-03 08:18:12+00:00
Business,3,180.0,www.bbc.com,0.17790865898132324,Economy,City centres across the US and Canada are still much quieter than before the pandemic started.,Can North America's downtowns reverse their downturns?,https://www.bbc.com/news/business-62390097,"(['New Orleans', 'Travel & leisure industry', 'US economy', 'Toronto', 'Tourism', 'United States', 'Canada', 'Hospitality industry', 'Kentucky', 'Vancouver'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/1107D/production/_126175796_claysimpson2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/0359/production/_126175800_bar2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/5179/production/_126175802_louisvilleskylinedaytime.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/DB4A/production/_126183165_gettyimages-174890321.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/138C3/production/_126176008_michaelhecht.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png,https://ichef.bbci.co.uk/news/650/cpsprodpb/B2CC/production/_114827754_banner2.png,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/042B/production/_126176010_torontoyaroneini.jpg",By Dave Gordon,2022-08-03 23:10:00+00:00
Business,3,180.0,www.bbc.com,0.1443803310394287,Economy,The Bank of England is widely expected to raise interest rates for the sixth time in a row later.,Interest rates widely expected to go up again,https://www.bbc.com/news/business-57764601,"(['UK economy', 'Bank of England', 'Savings', 'Mortgages', 'Money', 'Personal finance'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/3F87/production/_125436261_womanusingatm_getty.jpg,https://ichef.bbci.co.uk/news/2048/cpsprodpb/159C2/production/_125441588_optimised-uk.interest_rate-nc.png,https://ichef.bbci.co.uk/news/2048/cpsprodpb/1739F/production/_113753159_yqa_get_in_touch_top_no_yqa_text_640-nc.png",By Kevin Peachey,2022-08-04 07:42:48+00:00
Business,3,180.0,www.bbc.com,0.14346957206726074,Economy,Four people anticipating a change in their circumstances ahead of the expected rise in interest rates.,'If rates go up I'll owe £250 a month more on my loans',https://www.bbc.com/news/business-62408868,"(['Cost of living', 'Inflation', 'Economics', 'UK economy', 'Bank of England'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/13B12/production/_126185608_interstratessecondmanimage002-2copy.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/68F5/production/_126196862_20220804_092918.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/BBF7/production/_126191184_7fe97927-cfd7-40dc-8d2c-890d8a59f212.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/ECF2/production/_126185606_maninterestratesimage002-2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/6DD7/production/_126191182_52357150-583f-4fdf-b467-6a711a06861e.jpg",By Simon Read,2022-08-04 09:38:43+00:00
Business,3,180.0,www.bbc.com,0.14331555366516113,Global Education,The foreign secretary says that poverty and extremism are often rooted in societies that do not educate girls.,Boris Johnson gets angry about education,https://www.bbc.com/news/education-43338085,"([],)","https://ichef.bbci.co.uk/news/640/cpsprodpb/53F5/production/_100339412_045411714-2.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/13F13/production/_100338618_045411718-1.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/11867/production/_100338717_045233829-1.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/589B/production/_100338622_045411578-1.jpg",Sean Coughlan,2018-03-08 19:31:34+00:00
Business,3,180.0,www.bbc.com,0.14487624168395996,Global Education,The UN's education agency says global targets on improving education are going to be missed.,"Global literacy targets off track, UN report warns",https://www.bbc.com/news/education-48909386,"([],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/481B/production/_107795481_educationposter.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/C07C/production/_97667294_chad2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/210B/production/_107795480_uganda2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/BD4B/production/_107795484_villageschool.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/16935/production/_107796429_afghanepa.jpg",By Sean Coughlan,2019-07-08 23:09:46+00:00
Business,3,180.0,www.bbc.com,0.31625986099243164,Economy,More than half surveyed by Danske Bank expect their financial position to continue to worsen.,Inflation continues to hit NI consumer confidence,https://www.bbc.com/news/uk-northern-ireland-62412972,"(['NI economy', 'Inflation'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/10839/production/_124114676_gettyimages-824572580.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/C202/production/_124766694_stressedman.jpg",By John Campbell,2022-08-04 05:15:25+00:00
Business,3,180.0,www.bbc.com,0.1409614086151123,Global Education,"From puppets in Congress to play-based learning in war zones, here are some of the biggest milestones.",Five moments that define Sesame Street,https://www.bbc.com/news/world-us-canada-50212019,"([],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/9C98/production/_109588004_gettyimages-92916724.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/0440/production/_109588010_gettyimages-1136467035.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/16F75/production/_109496049_091819_blatt_2336_2500.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/6871/production/_109573762_gettyimages-3438411.jpg,https://ichef.bbci.co.uk/news/549/cpsprodpb/13944/production/_109569108_gettyimages-1390662.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/88FD/production/_109496053_gettyimages-74901920.jpg",By Max Matza,2019-11-10 00:41:17+00:00
Business,3,180.0,www.bbc.com,0.19945287704467773,Global Education,But Andreas Schleicher says there are reasons to be positive about the future.,Wales education 'lost its soul' says Pisa boss,https://www.bbc.com/news/uk-wales-50592611,"([],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/2016/production/_109941280_pisa1.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/DCEA/production/_109945565_pisa1.png,https://ichef.bbci.co.uk/news/464/cpsprodpb/1842/production/_92801260_line464x2.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/1842/production/_92801260_line464x2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/B5DA/production/_109945564_pisa3.jpg",By Bethan Lewis,2019-12-01 00:05:28+00:00
Business,3,180.0,www.bbc.com,0.1983335018157959,Global Education,The UK moves upwards in global school league tables - but with low levels of life satisfaction.,UK improving in international school rankings,https://www.bbc.com/news/education-50563833,"([],)","https://ichef.bbci.co.uk/news/2048/cpsprodpb/F292/production/_109989026_pisa_top_ten_reading_640_3x-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/17B75/production/_105914179_blank_white_space-nc.png,https://ichef.bbci.co.uk/news/2048/cpsprodpb/9FAD/production/_109977804_rank_compare_pisa-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/17B75/production/_105914179_blank_white_space-nc.png,https://ichef.bbci.co.uk/news/2048/cpsprodpb/CB82/production/_109989025_pisa_top_ten_maths_640_3x-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/17B75/production/_105914179_blank_white_space-nc.png,https://ichef.bbci.co.uk/news/2048/cpsprodpb/114DD/production/_109977807_uk_nations_pisa-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/6015/production/_109979542_china.jpg,https://ichef.bbci.co.uk/news/2048/cpsprodpb/A472/production/_109989024_pisa_top_ten_science_640_3x-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/17B75/production/_105914179_blank_white_space-nc.png",By Sean Coughlan,2019-12-03 08:00:08+00:00
Business,3,180.0,www.bbc.com,0.19858193397521973,Global Education,The number of Chinese students coming to the UK has increased by more than 30% in the last five years.,UK universities see boom in Chinese students,https://www.bbc.com/news/education-51149445,"([],)","https://ichef.bbci.co.uk/news/2048/cpsprodpb/1293/production/_110555740_optimised-students_change_totals-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/F04F/production/_110591516_anonstudents.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/4853/production/_110551581_line976.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/107BB/production/_110551576_bbcbriefingbanner.png,https://ichef.bbci.co.uk/news/464/cpsprodpb/6F63/production/_110551582_line976.jpg",Branwen Jeffreys,2020-01-21 17:00:18+00:00
Business,3,180.0,www.bbc.com,0.19910454750061035,Global Education,Julia Gillard says investing in girls' education is the key to reducing global poverty.,Reaching 130 million girls with no access to school,https://www.bbc.com/news/education-51769845,"(['Women’s rights in Africa', 'Literacy', ""Women's rights""],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/6103/production/_111153842_gpeschool3.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/29E5/production/_111152701_mauritania.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/50F5/production/_111152702_ethiopiaschool.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/7805/production/_111152703_ethiopia1.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/D633/production/_111153845_gillard.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/39F3/production/_111153841_gpeschool1.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/8813/production/_111153843_gpeschool2.jpg",Sean Coughlan,2020-03-08 09:22:31+00:00
Business,3,180.0,www.bbc.com,0.19747042655944824,Global Education,Education is one of the sectors of the global economy that is being hardest hit by the pandemic.,Universities fear fall in lucrative overseas students,https://www.bbc.com/news/business-52508018,"([],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/16D75/production/_112375539_gettyimages-1150270753.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/E2A9/production/_112152085_students2.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/8315/production/_112375533_gettyimages-566447111.jpg,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png,https://ichef.bbci.co.uk/news/640/cpsprodpb/1226D/production/_105894347_grey_line-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/1003D/production/_112079556_vijaygovindarajan.jpg",By Jonty Bloom,2020-05-20 23:07:55+00:00
Business,3,180.0,www.bbc.com,0.21177434921264648,Global Education,"Harvard and MIT say withdrawing visas from foreign students whose courses move fully online is ""chaos"".",Elite universities sue over US visa ruling,https://www.bbc.com/news/world-us-canada-53337392,"([],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/509F/production/_113293602_d67232a1-7982-4d13-841f-78b3f2c23328.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/604B/production/_97415642_007_in_numbers_624.png,https://ichef.bbci.co.uk/news/464/cpsprodpb/15615/production/_108237578_2da0c9e0-55f1-43dc-9ec0-31846df98708.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/15615/production/_108237578_2da0c9e0-55f1-43dc-9ec0-31846df98708.jpg",,2020-07-08 14:06:58+00:00
Business,3,180.0,www.bbc.com,0.2120494842529297,Global Education,"International school tests have Singapore at top, with England down in science but up in maths.",England's pupils decline 'significantly' in science,https://www.bbc.com/news/education-55223711,"(['Singapore', 'Schools'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/103A8/production/_115927466_timss1.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/1477B/production/_91053838_singaporeclasses624.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/1FCD/production/_105914180_line976-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/6B50/production/_115927472_maths.jpg",By Sean Coughlan,2020-12-08 09:20:39+00:00
Business,3,180.0,www.bbc.com,0.2128612995147705,Global Education,The UK prime minister wants girls' education in developing countries to be a key international focus.,PM says girls' education key to stopping poverty,https://www.bbc.com/news/education-55680955,"(['International aid', 'Sexism', 'Boris Johnson', 'Schools'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/12098/production/_98008837_readingworld1.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/163EA/production/_116541119_hi065172565.jpg",By Sean Coughlan,2021-01-16 00:48:03+00:00
Business,3,180.0,www.bbc.com,0.20757746696472168,Global Education,The PM urges more support for girls' education in poor countries - but faces criticism over aid cuts.,"Girls' education 'smartest' investment, says PM",https://www.bbc.com/news/education-57092787,"(['International aid', 'G7', 'Boris Johnson'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/9806/production/_99181983_indiaschool.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/4578/production/_98248771_one2.jpg",By Sean Coughlan,2021-05-12 21:51:52+00:00
Business,3,180.0,www.bbc.com,0.3880281448364258,Global Education,Foreign students whose courses move completely online may have to move universities to stay in the US.,Anger over US decision on foreign students' visas,https://www.bbc.com/news/world-us-canada-53320336,"([],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/11F04/production/_113267437_tv061670527.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/604B/production/_97415642_007_in_numbers_624.png,https://ichef.bbci.co.uk/news/624/cpsprodpb/604B/production/_97415642_007_in_numbers_624.png,https://ichef.bbci.co.uk/news/464/cpsprodpb/15615/production/_108237578_2da0c9e0-55f1-43dc-9ec0-31846df98708.jpg,https://ichef.bbci.co.uk/news/464/cpsprodpb/15615/production/_108237578_2da0c9e0-55f1-43dc-9ec0-31846df98708.jpg",,2020-07-07 22:50:26+00:00
Business,3,180.0,www.bbc.com,0.14570260047912598,Global Education,"(None,)",Making friends with students from other cultures,https://www.bbc.com/news/business-12686570,"([],)",,,
Business,3,180.0,www.bbc.com,0.21312212944030762,Global Education,Teenagers from across the US are coming together to discuss their vastly differing backgrounds.,'We have similarities that we forget about',https://www.bbc.com/news/world-us-canada-56696508,"(['Students', 'United States'],)","https://ichef.bbci.co.uk/news/976/cpsprodpb/37A0/production/_118004241_5ff27f70-c536-4cd1-b1e3-133e1fae9fd7.jpg,https://ichef.bbci.co.uk/news/976/cpsprodpb/15AC2/production/_118007788_gettyimages-1229000755.jpg,https://ichef.bbci.co.uk/news/549/cpsprodpb/16C38/production/_118004239_24c4d685-45c6-45a6-80c8-32e40a64e19f.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/604B/production/_97415642_007_in_numbers_624.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/113DB/production/_117891607_thumbnail_whenwelearnedaboutushistoryandthesouthihadthoughtthatitwasmoreracistnotgonnalie'saysko..jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/4BEB/production/_112953491__108802839_624_transparent-nc.png,https://ichef.bbci.co.uk/news/976/cpsprodpb/744A/production/_118007792_gettyimages-1229362813.jpg,https://ichef.bbci.co.uk/news/624/cpsprodpb/4BEB/production/_112953491__108802839_624_transparent-nc.png,https://ichef.bbci.co.uk/news/2048/cpsprodpb/1739F/production/_113753159_yqa_get_in_touch_top_no_yqa_text_640-nc.png",By Stephen Starr,2021-04-12 23:26:54+00:00
